Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Frozen Goods,792359,5099556024078	,BIG AL'S MAC N'CHEESE POPS,4 x 1kgm,NA,£33.96,0.0%,In Stock,KEPAK CONVENIENCE FOODS,NA,No
"Confectionery, Crisps & Snacks",761174,5000328205939	,DORITOS CHILLI 1.00,15X70GRM,£1.00,£9.69,0.0%,In Stock,Walkers Ltd,"Win UEFA Women’s Euro tickets or cash instantly!We’re  proud to be official snack sponsors of the UEFA Women’s Euro 2022. Enjoy your bold, intense Doritos flavours and full-on crunch, now with a chance to win UEFA Women’s Euro tickets  or cash instantly with every pack. #MakeYourPlayHow to Enter:1.	Purchase a promotional pack2.	Scan QR code or visit www.getmatchready.co.uk3.	Enter your code (Found in the Best Before box)4.	Find out if you have won instantlyROI residents much complete skill taskSee website for T&C’s.",No
"Confectionery, Crisps & Snacks",760756,5000328206059	,DORITOS COOL 1.00,15X70GRM,£1.00,£9.69,0.0%,In Stock,Walkers Ltd,"Win UEFA Women’s Euro tickets or cash instantly!We’re  proud to be official snack sponsors of the UEFA Women’s Euro 2022. Enjoy your bold, intense Doritos flavours and full-on crunch, now with a chance to win UEFA Women’s Euro tickets  or cash instantly with every pack. #MakeYourPlayHow to Enter:1.	Purchase a promotional pack2.	Scan QR code or visit www.getmatchready.co.uk3.	Enter your code (Found in the Best Before box)4.	Find out if you have won instantlyROI residents much complete skill taskSee website for T&C’s.",No
"Confectionery, Crisps & Snacks",760758,5000328206134	,DORITOS TANGY CHEESE 1.00,15X70GRM,£1.00,£9.69,0.0%,In Stock,Walkers Ltd,"Win UEFA Women’s Euro tickets or cash instantly!We’re  proud to be official snack sponsors of the UEFA Women’s Euro 2022. Enjoy your bold, intense Doritos flavours and full-on crunch, now with a chance to win UEFA Women’s Euro tickets  or cash instantly with every pack. #MakeYourPlayHow to Enter:1.	Purchase a promotional pack2.	Scan QR code or visit www.getmatchready.co.uk3.	Enter your code (Found in the Best Before box)4.	Find out if you have won instantlyROI residents much complete skill taskSee website for T&C’s.",No
"Confectionery, Crisps & Snacks",776208,5012159037481	,TAYTO ROLLERS 1.00,16X60GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",754283,5012159036712	,TAYTO SPIRALS S&V 1.00,16X55GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",754282,5012159036736	,TAYTO SPIRALS BACON 1.00,16X55GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
Soft Drinks,915597,5099483951270	,BALLYGOWAN MANGO PASSIONFRUIT HINTS,12 x 750mls,£1.39,£8.99,20.0%,In Stock,Britvic Northern Ireland,Did You Know?Sustainability is important to us at Ballygowan,No
Soft Drinks,776335,5019490500575	,CELTIC SPRING SPARKLING,24 x 500mls,£0.59,£3.99,20.0%,In Stock,Montgomery Springs Water Ltd,NA,No
Catering Dry Goods,779338,41500966007	,FRENCHS MUSTARD YELLOW SAUCE,1X2.97KGM,NA,£6.15,0.0%,In Stock,RH Amar Ltd,"We love our communities. For more details on the French's Promise, please visit www.FrenchsUK.co.uk",No
Catering Dry Goods,779337,41500966007	,FRENCHS MUSTARD YELLOW SAUCE,4X2.97KGM,NA,£24.55,0.0%,In Stock,RH Amar Ltd,"We love our communities. For more details on the French's Promise, please visit www.FrenchsUK.co.uk",No
Soft Drinks,776301,5019490311942	,AQUAVIT LEMON,12 x 500mls,£0.89,£4.39,20.0%,In Stock,Montgomery Springs Water Ltd,NA,No
Soft Drinks,762564,5019490500803	,CELTIC SPRING SPORTS CAP,24 x 500mls,£0.59,£3.99,20.0%,In Stock,Montgomery Springs Water Ltd,Celtic Still Natural Spring Water 500ml,No
Catering Dry Goods,793528,8715700120089	,HEINZ PROFESSIONAL MAYONNAISE,1 x 10ltr,NA,£19.99,0.0%,In Stock,H J Heinz Co Ireland Ltd,NA,No
Soft Drinks,757645,5019490500582	,CELTIC SPRING SCREW CAP WATER,24 x 500mls,£0.59,£3.99,20.0%,In Stock,Montgomery Springs Water Ltd,NA,No
Catering Dry Goods,784092,41500966021	,FRANK'S RED HOT BUFFALO WING SAUCE,1X3.7LTR,NA,£12.65,0.0%,In Stock,RH Amar Ltd,For Menu Ideas and other Brand Information Visit: www.franksredhot.co.uk,No
Catering Dry Goods,782800,41500962566	,FRANKS R/HOT ORIG CAY/PEPPER SAUCE,12X354MLS,NA,£26.79,0.0%,In Stock,RH Amar Ltd,"For quick & easy recipes full of flavour, visit www.franksredhot.co.uk",No
Catering Dry Goods,782807,41500962566	,FRANKS R/HOT ORIG CAY/PEPPER SAUCE,1X354MLS,NA,£2.25,0.0%,In Stock,RH Amar Ltd,"For quick & easy recipes full of flavour, visit www.franksredhot.co.uk",No
Catering Dry Goods,782162,41500934303	,FRANKS REDHOT BUFFALO WINGS SAUCE,6X354MLS,NA,£13.59,0.0%,In Stock,RH Amar Ltd,"For quick & easy recipes full of flavour, visit www.franksredhot.co.uk",No
Catering Dry Goods,782792,41500934303	,FRANKS REDHOT BUFFALO WINGS SAUCE,1X354MLS,NA,£2.29,0.0%,In Stock,RH Amar Ltd,"For quick & easy recipes full of flavour, visit www.franksredhot.co.uk",No
Catering Dry Goods,553091,41500966014	,FRANKS SAUCE ORIGINAL RED HOT SAUCE,1X3.7LTR,NA,£12.65,0.0%,In Stock,RH Amar Ltd,For menu ideas and other brand information visit: www.franksredhot.co.uk,No
Catering Dry Goods,553079,41500966014	,FRANKS SAUCE ORIGINAL RED HOT SAUCE,4X3.7LTR,NA,£50.55,0.0%,In Stock,RH Amar Ltd,For menu ideas and other brand information visit: www.franksredhot.co.uk,No
Catering Dry Goods,489135,5010285103001	,LION STICKY BBQ SAUCE,1 x 2.2ltr,NA,£6.75,0.0%,In Stock,Lion,Lion Sticky BBQ Sauce 2.27 Litres,No
Catering Dry Goods,784085,41500966021	,FRANK'S RED HOT BUFFALO WING SAUCE,4X3.7LTR,NA,£50.55,0.0%,In Stock,RH Amar Ltd,For Menu Ideas and other Brand Information Visit: www.franksredhot.co.uk,No
"Confectionery, Crisps & Snacks",752188,5000237121276	,MC COYS CHEDDAR & ONION,26X45GRM,£0.89,£13.39,20.0%,In Stock,KP Snacks Ltd,"The Hundred Official Team PartnerDiscover Cricket, Get Activethehundred.comSnacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",754280,5012159035951	,TAYTO ONION RINGS 1.00,16X40GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",750820,5000237121252	,MC COYS SALT & VINEGAR,26X45GRM,£0.89,£13.39,20.0%,In Stock,KP Snacks Ltd,"The Hundred Official Team PartnerDiscover Cricket, Get Activethehundred.comSnacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",754279,5012159036774	,TAYTO SPICY BIKERS 1.00,16X60GRM,£1.00,£9.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",750817,5000237121238	,MC COYS FLAME GRILLED CRISPS,26X45GRM,£0.89,£13.39,20.0%,In Stock,KP Snacks Ltd,"The Hundred Official Team PartnerDiscover Cricket, Get Activethehundred.comSnacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",915143,5099678306885	,PERRI BANSHEE BONES 1.00,32X42GRM,£1.00,£18.59,20.0%,In Stock,Northern Snacks Ltd,Perri Banshee Bones Salt & Vinegar Flavour 42g,No
"Confectionery, Crisps & Snacks",750821,5000237121313	,MC COYS THAI SWEET CHICKEN,26X45GRM,£0.89,£13.39,20.0%,In Stock,KP Snacks Ltd,"The Hundred Official Team PartnerDiscover Cricket, Get Activethehundred.comSnacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",760343,5010052111444	,GOLDEN WONDER S&V 5PK,18 x 125grm,£1.29,£16.99,20.0%,In Stock,Tayto Group Ltd,NA,No
"Confectionery, Crisps & Snacks",759415,5099678303464	,KP MEANIES 1.00 6PK,14X300GRM,£1.00,£9.79,20.0%,In Stock,Northern Snacks Ltd,NA,No
"Confectionery, Crisps & Snacks",760342,5010052111451	,GOLDEN WONDER C&O 5PK,18 x 125grm,£1.29,£16.99,20.0%,In Stock,Tayto Group Ltd,NA,No
Soft Drinks,766407,5000382109792	,IRN BRU XTRA 69P,24 x 330mls,£0.69,£8.49,20.0%,In Stock,Tennant & Ruttle,IRN-BRU Xtra 330ml,No
"Confectionery, Crisps & Snacks",915180,5012159037917	,TAYTO SMOKY BACON,32X32.GRM,£0.69,£14.39,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to Arrange a Tour!,No
Soft Drinks,766406,5000382109754	,IRN BRU 69P,24 x 330mls,£0.69,£8.49,20.0%,In Stock,Tennant & Ruttle,"IRN-BRU 330ml Can, PMP, 69p",No
Soft Drinks,317138,87170726	,7UP FREE,24 x 500mls,£1.29,£15.99,20.0%,In Stock,Britvic Northern Ireland,7UP Free Lemon & Lime Bottle 500ml,No
Catering Dry Goods,489134,5010285103001	,LION STICKY BBQ SAUCE,2 x 2.2ltr,NA,£12.35,0.0%,In Stock,Lion,Lion Sticky BBQ Sauce 2.27 Litres,No
Soft Drinks,554165,5000382102373	,BARRS IRN BRU XTRA,24 x 330mls,£0.75,£9.29,20.0%,In Stock,Tennant & Ruttle,IRN-BRU Xtra No Sugar 330ml Can,No
Catering Dry Goods,101604,5010285104572	,LION BBQ AMERICAN SMOKEYSAUCE,2 x 2.2ltr,NA,£12.59,0.0%,In Stock,AAK International Ltd,Lion American Style Smokey BBQ Sauce 2.27 Litres,No
Catering Dry Goods,101618,5028905015610	,LION THAI SWEET CHILLI SAUCE,2 x 2.2ltr,NA,£14.19,0.0%,In Stock,Lion,Lion Thai Sweet Chilli Sauce 2.27 Litres,No
Catering Dry Goods,101620,5028905015610	,LION THAI SWEET CHILLI SAUCE,1 x 2.2ltr,NA,£7.85,0.0%,In Stock,Lion,Lion Thai Sweet Chilli Sauce 2.27 Litres,No
Catering Dry Goods,101607,5010285104572	,LION BBQ AMERICAN SMOKEYSAUCE,1 x 2.2ltr,NA,£7.05,0.0%,In Stock,AAK International Ltd,Lion American Style Smokey BBQ Sauce 2.27 Litres,No
Catering Dry Goods,775226,8710522818527	,HELLMANNS SWEET CHILLI SAUCE,6X850MLS,NA,£22.89,0.0%,In Stock,Unilever UK Foodservice,Hellmann's Sweet Chilli Sauce 850ml,No
Catering Dry Goods,775225,8711200383788	,HELLMANNS MAYONNAISE SAUCE,6X850MLS,NA,£22.89,0.0%,In Stock,Unilever UK Foodservice,Hellmann's Mayo Sauce 816g,No
Catering Dry Goods,775224,8711200492251	,HELLMANNS GARLIC SAUCE,1X850MLS,NA,£3.99,0.0%,In Stock,Unilever UK Foodservice,Hellmann's Chunky Garlic Sauce 858g,No
Catering Dry Goods,775220,8710522818503	,HELLMANNS TACO SAUCE,6X850MLS,NA,£22.89,0.0%,In Stock,Unilever UK Foodservice,Hellmann's Taco Sauce 876g,No
Catering Dry Goods,774611,8711200492251	,HELLMANNS GARLIC SAUCE,6X850MLS,NA,£22.89,0.0%,In Stock,Unilever UK Foodservice,Hellmann's Chunky Garlic Sauce 858g,No
Catering Dry Goods,774618,8711200383788	,HELLMANNS MAYONNAISE SAUCE,1X850MLS,NA,£3.99,0.0%,In Stock,Unilever UK Foodservice,Hellmann's Mayo Sauce 816g,No
Catering Dry Goods,774628,8710522818527	,HELLMANNS SWEET CHILLI SAUCE,1X850MLS,NA,£3.99,0.0%,In Stock,Unilever UK Foodservice,Hellmann's Sweet Chilli Sauce 850ml,No
"Confectionery, Crisps & Snacks",484088,5012159034398	,TAYTO SALT & VINEGAR,32X37.GRM,£0.69,£14.39,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",484089,5012159034459	,TAYTO WUSTER SAUCE,32X32.5GRM,£0.69,£14.39,20.0%,In Stock,Tayto Group Ltd,Heat to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",484086,5012159034411	,TAYTO PICKLED ONION,32X32.5GRM,£0.69,£14.39,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",484085,5012159034497	,TAYTO BEEF & ONION,32X32.GRM,£0.69,£14.39,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",484087,5012159034510	,TAYTO ROAST CHICKEN,32X32.5GRM,£0.69,£14.39,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",773751,5000328261614	,FUNYUNS ONION 1.00,15X60GRM,£1.00,£8.29,20.0%,In Stock,Walkers Ltd,Smiths Funyuns Onion Rings Snacks £1 RRP PMP 60g,No
"Confectionery, Crisps & Snacks",778164,5000328267982	,CHEETOS FOOTBALLS 1.00#,15X60GRM,£1.00,£8.29,20.0%,In Stock,Walkers Ltd,Cheetos Footballs Cheese Snacks £1 RRP PMP 60g,No
"Confectionery, Crisps & Snacks",768246,5000237134238	,POPCHIPS S/CRM&ONION 1.00,16X50GRM,£1.00,£9.49,20.0%,In Stock,KP Snacks Ltd,"Hungry for more? pop over to: popchips.co.ukThe Hundred Official Team PartnerDiscover Cricket, Get Active thehundred.com",No
"Confectionery, Crisps & Snacks",763182,5000328203843	,CHIPSTICKS S&V 1.00,15X82GRM,£1.00,£8.29,20.0%,In Stock,Walkers Ltd,Smiths Chipsticks Salt 'n' Vinegar Snacks £1 RRP PMP 82g,No
Alcohol & Tobacco,153004,85200000296	,SUTTER HOME WHITE ZINFANDEL,12 x 750mls,£7.89,£54.99,20.0%,In Stock,Dillon Bass Ltd,NA,No
"Confectionery, Crisps & Snacks",484081,5012159034336	,TAYTO CHEESE & ONION,48X32.5GRM,£0.69,£21.39,20.0%,In Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!,No
Alcohol & Tobacco,197428,8520000009	,SUTTER HOME WHITE ZINFANDEL,24 x 187mls,£2.09,£29.99,20.0%,In Stock,Dillon Bass Ltd,NA,No
Alcohol & Tobacco,312782,85200000272	,SUTTER HOME SAUVIGNON BLANC,12 x 750mls,£6.68,£54.99,20.0%,In Stock,Dillon Bass Ltd,Sutter Home Sauvignon Blanc 750ml,No
Alcohol & Tobacco,776889,7804320348179	,CYT M/RANGE SAUVIGNON BLANC,12 x 750mls,£6.67,£63.69,20.0%,In Stock,Concha y Toro,NA,No
Alcohol & Tobacco,494035,8410302569006	,CAMPO VEIJO TEMPRANILLO,12 x 187mls,£1.92,£16.99,20.0%,In Stock,Dillon Bass Ltd,Campo Viejo Rioja Tempranillo Red Wine 12 x 187ml,No
Alcohol & Tobacco,114083,7804320985633	,CASILLERO DIABLO MERLOT,6 x 75cl,£8.28,£30.12,20.0%,In Stock,Casillero del Diablo,Casillero del Diablo Merlot Red Wine Chile 75cl,No
Alcohol & Tobacco,117998,7804320467450	,CYT M/RANGE MERLOT,12 x 750mls,£6.67,£56.99,20.0%,In Stock,Dillon Bass Ltd,NA,No
Alcohol & Tobacco,163843,9414024514275	,BRANCOTT MARLBOROUGH SAUVIGNON BLAN,6 x 750mls,£10.25,£37.99,20.0%,In Stock,Brancott Estate,Brancott Estate Sauvignon Blanc 750ml,No
Alcohol & Tobacco,114076,7804320256900	,CASILLERO DIABLO CHARDONNAY,6 x 75cl,£8.28,£30.12,20.0%,In Stock,Casillero del Diablo,Casillero del Diablo Chardonnay 75cl,No
Alcohol & Tobacco,106429,7804320301174	,CASILLERO SAUVIGNON BLANC,6 x 750mls,£8.28,£30.12,20.0%,In Stock,Casillero del Diablo,Casillero del Diablo Sauvignon Blanc 75cl,No
Alcohol & Tobacco,106428,7804320303178	,CASILLERO CABERNET SAUVIGNON,6 x 750mls,£8.28,£30.12,20.0%,In Stock,Concha y Toro,Casillero del Diablo Cabernet Sauvignon 75cl,No
Catering Dry Goods,916917,8690632060903	,KIT KAT SPREAD,1 x 3kgm,NA,£18.39,0.0%,In Stock,Nestle UK Ltd,www.nestleprofessional.co.ukCheck out our YouTube Channel at www.youtube.com/user/KITKATJoin us at facebook.com/KITKATukVisit www.KITKAT.co.ukShare your chocolate biscuit break with #MyBreak,No
Alcohol & Tobacco,237999,9414024678861	,BRANCOT CABERNET MERLOT,6 x 750mls,£10.17,£40.99,20.0%,In Stock,Dillon Bass Ltd,Brancott Estate Hawkes Bay Merlot Red Wine 75cl,No
Soft Drinks,798000,5060517883560	,MONSTER ULTRA WHITE RESEAL,12X553MLS,£1.79,£10.99,20.0%,In Stock,Coca Cola HBC Northern Ireland,"Some people are impossible to please. As soon as they  get what they thought they wanted they always want more. Our team riders and Monster Girls are no different... they've been dropping some hints lately.They've been asking us for a  new Monster drink. A little less sweet, lighter-tasting and  zero calories, but with a full load of our Monster energy blend.Sure, white is the new black. We went all out: Monster Energy Ultra.Unleash the Ultra Beast!",No
Catering Dry Goods,606289,5000208024926	,TETLEY FOR CATERERS,1 x 1100,NA,£16.99,0.0%,In Stock,Stafford Lynch,"We are committed to working with Rainforest Alliance and The Ethical Tea Partnership, supporting projects that help benefit tea growing communities and the environment.We are a member of Ethical Tea PartnershipImproving the lives of tea workers and their environment www.ethicalteapartnership.orgFind out more at ra.org",No
Soft Drinks,779743,90446894	,RED BULL CACTUS 1.35,12 x 250mls,£1.35,£8.49,20.0%,In Stock,Richmond Marketing NI Ltd,"A varied and balanced diet and a healthy lifestyle are recommended.Red Bull, Redbull, Redbull, Red Bull, Energy Drinks, Energy Drink, Soft, Softs, Sugar, Drink, Mixers, Mixer, Sugar Free, Edition, Editions",No
Soft Drinks,766288,5060337503778	,MONSTER ULTRA ZERO 4PK,6 x 500mls,£3.99,£14.99,20.0%,In Stock,Coca Cola HBC Northern Ireland,Monster Energy Ultra  4 x 500ml,No
Soft Drinks,770360,90446429	,RED BULL RED 1.35,12 x 250mls,£1.35,£8.49,20.0%,In Stock,Richmond Marketing NI Ltd,A varied and balanced diet and a healthy lifestyle are recommended.,No
Catering Dry Goods,774560,8710522818503	,HELLMANNS TACO SAUCE,1X850MLS,NA,£3.99,0.0%,In Stock,Unilever UK Foodservice,Hellmann's Taco Sauce 876g,No
Catering Dry Goods,500738,5000208024926	,TETLEY FOR CATERERS,2 x 1100,NA,£33.98,0.0%,In Stock,Stafford Lynch,"We are committed to working with Rainforest Alliance and The Ethical Tea Partnership, supporting projects that help benefit tea growing communities and the environment.We are a member of Ethical Tea PartnershipImproving the lives of tea workers and their environment www.ethicalteapartnership.orgFind out more at ra.org",No
Catering Dry Goods,757752,3276188709531	,DAVINCI STRAWBERRY FRUITPUREE,1 x 1ltr,NA,£3.89,20.0%,In Stock,Kerry Ingredients (U.K.) Ltd,For more information tips and recipes visit: www.davinci-gourmet.com,No
Catering Dry Goods,757751,3276188709531	,DAVINCI STRAWBERRY FRUITPUREE,8 x 1ltr,NA,£30.95,20.0%,In Stock,Kerry Ingredients (U.K.) Ltd,For more information tips and recipes visit: www.davinci-gourmet.com,No
Catering Dry Goods,757750,3276188732539	,DAVINCI MANGO FRUIT PUREE,1 x 1ltr,NA,£3.95,20.0%,In Stock,Kerry Ingredients (U.K.) Ltd,For more information tips and recipes visit: www.davinci-gourmet.com,No
Catering Dry Goods,775197,5034660021476	,CADBURY COCOA POWDER,1 x 4kgm,NA,£44.59,0.0%,In Stock,Cadbury,Cocoa LifePartnering with Fairtrade Foundationcocoalife.org,No
Catering Dry Goods,757749,3276188732539	,DAVINCI MANGO FRUIT PUREE,8 x 1ltr,NA,£31.29,20.0%,In Stock,Kerry Ingredients (U.K.) Ltd,For more information tips and recipes visit: www.davinci-gourmet.com,No
Catering Dry Goods,683478,5034660026273	,CADBURY COCOA,1 x 1.5kgm,£24.89,£17.85,0.0%,In Stock,Cadbury,Cocoa LifePartnering with Fairtrade Foundationcocoalife.org,No
Catering Dry Goods,515518,5000183070284	,CADBURYS DRINKING CHOCOLATE,1 x 5kgm,NA,£23.65,0.0%,In Stock,Kraft Foods UK Ltd,Cocoa LifePartnering with Fairtrade Foundationcocoalife.org,No
Catering Dry Goods,563179,5000243820200	,NESCAFE GOLD BLEND,1 x 750grm,NA,£22.99,0.0%,In Stock,Nescafé,Find out more about Nescafe Gold Blend at https://www.nestleprofessional.co.uk/news/latest-news/nescafe-gold-blend-new-recipeOr discover more from Nestle Professional on Facebook https://www.facebook.com/NestleProfessionalUK/YouTube https://www.youtube.com/c/nestleprofessionalukTwitter https://twitter.com/nestleproukInstagram https://www.instagram.com/nestleprouk/,No
"Confectionery, Crisps & Snacks",763181,5000328205182	,FRAZZELS BACON 1.00,15X75GRM,£1.00,£8.29,20.0%,In Stock,Walkers Ltd,Smiths Frazzles Crispy Bacon Snacks £1 RRP PMP 75g,No
"Confectionery, Crisps & Snacks",777809,7613287434609	,SMARTIES 60P,24 x 38grm,£0.60,£8.99,20.0%,In Stock,Nestle UK Ltd,www.smarties.co.ukwww.smarties.co.uk/smart-initiatives,No
"Confectionery, Crisps & Snacks",796386,50249466	,SMARTIES TUBE,24 x 38grm,£0.85,£10.99,20.0%,In Stock,Smarties,www.smarties.co.ukwww.smarties.co.uk/smart-initiatives,No
"Confectionery, Crisps & Snacks",686871,50251179	,ROLO TUBE,36 x 52grm,£0.69,£13.99,20.0%,In Stock,Rolo,"Learn more: http://www.nestle.co.uk/brandsBecome a fan of Nestlé on Facebook: https://www.facebook.com/Rolo Good to remember: Enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures.Cocoa PlanROLO is part of the Nestle Cocoa Plan, which  works with UTZ to ensure a better future for cocoa farmers and even better chocolate for you. Find out more at www.nestlecocoaplan.com",No
"Confectionery, Crisps & Snacks",760985,5000328207278	,CHEETOS FLAMIN HOT 1.00,15X65GRM,£1.00,£8.29,20.0%,In Stock,Walkers Ltd,Cheetos Twisted Flamin' Hot Snacks £1 RRP PMP 65g,No
"Confectionery, Crisps & Snacks",422294,40144924	,RIESEN DARK CHOC CHEW,24 x 45grm,£0.59,£7.29,20.0%,In Stock,Riesen,Riesen Dark Chocolate Chewy Toffee 45g,No
"Confectionery, Crisps & Snacks",786904,3800020418697	,KIT KAT CHUNKY DUO,24 x 64grm,£0.89,£10.99,20.0%,In Stock,Nestle UK Ltd,"Join us at facebook.com/kitkatukShare your chocolate bar break with #MyBreakCheck out our YouTube Channel at www.youtube.com/user/kitkatVisit www.kitkat.co.ukGood to remember, enjoying chocolate as part of a varied, balanced diet and  a healthy lifestyle, is one of life's little pleasures",No
"Confectionery, Crisps & Snacks",786899,7613034043870	,YORKIE RAISIN&BISCUIT DUO,24 x 66grm,£0.89,£10.99,20.0%,In Stock,Nestle UK Ltd,"Learn more: http://www.nestle.co.uk/brandswww.facebook.com/yorkieofficial  Good to remember: Enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures.Cocoa Plan:Supporting farmers for better chocolate. Working with UTZ to support cocoa farmers. Find out more at www.nestlecocoaplan.com.",No
"Confectionery, Crisps & Snacks",526877,7613033126390	,YORKIE MILK DUO,24 x 72grm,£0.89,£10.99,20.0%,In Stock,Yorkie,"Learn more: http://www.nestle.co.uk/brandswww.facebook.com/yorkieofficial  Good to remember: Enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures.Cocoa Plan:Supporting farmers for better chocolate. Working with UTZ to support cocoa farmers. Find out more at www.nestlecocoaplan.com.",No
Alcohol & Tobacco,512108,8410302106300	,CAMPO VIEJO TEMPRANILLO,6 x 75cl,£9.41,£30.99,20.0%,In Stock,Campo Viejo,Campo Viejo Tempranillo 75cl,No
"Confectionery, Crisps & Snacks",777859,7613039284094	,TOFFEE CRISP 60P,24 x 38grm,£0.60,£8.99,20.0%,In Stock,Nestle UK Ltd,"Learn more at http://www.nestle.co.uk/brands Good to remember: Enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures.Cocoa Plan:Toffee Crisp is part of the Nestle Cocoa Plan,  which works with UTZ to ensure a better future for cocoa farmers and even better chocolate for you. Find out more at www.nestlecocoaplan.com",No
