ProductDescription,TescoProductID,BaseID,SpecialOffer,OfferStartDate,OfferEndDate,WebLink,CurrentlyAvailable,Barcode,Price,UnitOfMeasure,DateScraped
Palmer's Olive Oil Shampoo 400Ml,302001762,85820271,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=302001762,True,0010181025938	,4.99,ml,2022-01-27
Alberto Balsam Strawberry Conditioner 350Ml,295559014,82631113,Any 2 For 3.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=295559014,True,8710908705731	,1.80,ml,2022-01-27
Tesco Extracts Blueberry Conditioner 500Ml,301296603,85454024,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301296603,True,5057753431297	,0.80,ml,2022-01-27
Cantu Curl Activator Cream 355Ml,302002029,85820403,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=302002029,True,0817513010002	,9.49,ml,2022-01-27
Ogx Hydrating Argan Extra Conditioner 385Ml,295035670,82366559,SAVE 33% Was  9.89,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=295035670,True,0022796971111	,6.62,ml,2022-01-27
Johnsons Shiny Drops Conditione R Spray 200Mls`,299804473,84728405,HALF  PRICE     Was  4.49  Now  2...,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=299804473,True,3574669909846	,2.24,LITRE,2022-01-27
Pantene Sheer Volume Shampoo 360 Ml,303817227,86731046,HALF  PRICE     Was  4.99  Now  2...,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=303817227,True,8001841267142	,2.49,ml,2022-01-27
Palmers Coconut Oil Shampoo 400Ml,302170007,85898604,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=302170007,True,0010181033056	,4.99,ml,2022-01-27
Pantene Smooth And Sleek Shampoo 360 Ml,303816827,86730871,HALF  PRICE     Was  4.99  Now  2...,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=303816827,True,8001841267173	,2.49,ml,2022-01-27
Odlums Classic Sponge Cake Mix 500G,309455392,89597447,SAVE 99c Was  2.99 Now  2.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=309455392,True,5397136011549	,2.00,kg,2022-01-27
Dawtona Ogorki Kwaszone 900G,263174621,61905974,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=263174621,True,5901713001399	,2.29,g,2022-01-27
Tesco Hot Fajita Seasoning 30G,292761880,81245036,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=292761880,True,5057008003064	,0.75,EACH,2022-01-27
Lee Kum Kee Character Siu Sauce 225G,276730502,73324894,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=276730502,True,0078895141023	,2.69,g,2022-01-27
Mutti Pizza Sauce Twin Pack 2X210g,289807024,79761625,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=289807024,True,8005110551260	,2.49,kg,2022-01-27
Mama Rice Noodles Beef Flavour 65G,276865400,73384902,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=276865400,True,8851876001309	,1.89,g,2022-01-27
Kubus Carrot Raspberry And Apple Juice 850Ml,308829977,89272676,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308829977,True,5901067406796	,1.99,ml,2022-01-27
Old El Paso Mini S/Stff Soft Flour Tortils 145G,293193155,81463123,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=293193155,True,8410076473356	,2.99,g,2022-01-27
Lee Kum Kee Panda Oyster Sauce 510G,276731668,73325414,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=276731668,True,0078895300024	,2.99,g,2022-01-27
Cheetos Cheese Corn Snacks 85G,275477596,72695599,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=275477596,True,5900259029041	,1.99,g,2022-01-27
Ballymaloe Bolognese Sauce 680G,308092983,88899380,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308092983,True,5099229002808	,4.79,g,2022-01-27
Fillipo Berio Pesto Classic Green 190G,283222108,76422151,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=283222108,True,8002210112445	,2.89,g,2022-01-27
Kikkoman Seasoning For Sushi 300Ml,276786073,73368703,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=276786073,True,4901515349652	,4.49,ml,2022-01-27
Kellogg's Fruit Winders Double Apple And Strawberry 5X17g,309163190,89464412,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309163190,True,5053827197182	,2.00,kg,2022-01-27
Meridian Peanut Butter Crunchy 100% Nuts 280G,284847963,77279474,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=284847963,True,5014213711290	,3.59,g,2022-01-27
Dr. Oetker Chocolatey Caramel Crunch 115G,308869261,89261614,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308869261,True,0000096196601	,3.99,g,2022-01-27
Dr Oetker Letters&Number Colour 40G,304723814,87150772,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304723814,True,5000254020668	,3.99,g,2022-01-27
Betty Crocker Zesty Lemon Icing 400G,289585826,79659747,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=289585826,True,5010084903475	,2.99,g,2022-01-27
Meridian Almond Crunchy Nut Butter 170G,287312439,78500355,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=287312439,True,5060132281857	,4.89,kg,2022-01-27
Rowse Supahoney With Manuka And Vitamin C 250G,284845619,77257431,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=284845619,True,5011273005444	,7.29,g,2022-01-27
Tesco Apricot Jam 454G,254849557,50056981,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=254849557,True,5000119103376	,0.79,g,2022-01-27
Ambrosia Devon Custard 150G,297609391,83646866,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=297609391,True,0000096169001	,0.85,g,2022-01-27
The Good Snack Deluxe Chocolate Fruit And Nut Mix 175G,309790309,89475880,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309790309,True,5391518378725	,5.49,kg,2022-01-27
Tesco Mince Meat 411G,254915940,50194747,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=254915940,True,5000119085894	,1.99,kg,2022-01-27
Bear Pure Fruit Yoyo Strawberry 9X20g,286782799,78239601,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=286782799,True,5060139431545	,5.00,g,2022-01-27
Tesco Finest* Silver Icing Ready To Roll 500G,306928546,87859723,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306928546,True,5057753939953	,3.50,g,2022-01-27
Habanero Roasted Corn Snack 45G,301948294,85792631,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301948294,True,5060490400327	,1.80,g,2022-01-27
Betty Crocker Chocolate Hazelnut Icing 400G,302174936,85899690,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=302174936,True,5010084904823	,2.99,g,2022-01-27
Ambrosia Mini Custard 30% Less Sugar 6S 330G,297559662,83611746,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=297559662,True,0000096123256	,2.29,g,2022-01-27
Tesco Smoky Bbq Sauce 250Ml,292269016,81016204,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=292269016,True,5054775702367	,1.29,ml,2022-01-27
Old El Paso Squeezy Chunky Salsa 238G,289725570,79730622,SAVE 99c Was  2.99 Now  2.00,20/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=289725570,True,8410076421081	,2.00,g,2022-01-27
Dolmio 7 Vegetable Mediterranean Roasted Vegetable Pasta Sauce 350G,309766254,89460632,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309766254,True,4002359015359	,2.99,kg,2022-01-27
Tesco Szechuan Inspired Sweet Chilli Sauce 505G,277042192,73470339,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=277042192,True,5052910805034	,0.75,g,2022-01-27
Tesco Quesadilla Meal Kit 475G,292743797,81235209,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=292743797,True,5057008002357	,1.69,kg,2022-01-27
La Costena Nachos Pickled Jalapeno Peppers 440G,306502704,87885121,SAVE 99c Was  3.49 Now  2.50,5/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=306502704,True,0076397105116	,2.50,kg,2022-01-27
Tesco Light Coconut Milk 400Ml,289660616,79676916,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=289660616,False,5054269746730	,0.65,LITRE,2022-01-27
Frontier Foods Tahini 270G,301776548,85702601,SAVE 49c Was  3.49 Now  3.00,1/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=301776548,True,5391524931105	,3.00,kg,2022-01-27
Fillipo Berio Pesto Sundried Tomato 190G,283222342,76422295,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=283222342,True,8002210112704	,2.89,g,2022-01-27
Heinz Dc Heroes Pasta Sauce 350G,293397438,81562386,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=293397438,True,5000157077509	,2.39,g,2022-01-27
Hearty Food Co. Tomato And Herb Pasta Sauce 440G,297844094,83741822,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=297844094,True,5057545092477	,0.47,g,2022-01-27
Caprio Apple And Raspberry Drink 2 Litre Carton,266385580,61875789,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=266385580,True,5900334007384	,2.19,ml,2022-01-27
The Spice Tailor Keralan Coconut Curry 225G,277017159,73458263,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=277017159,True,5052675030009	,3.95,g,2022-01-27
Lajkonik Paluszki Salted Sticks 300G,263096892,61829966,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=263096892,True,5900320002614	,2.29,g,2022-01-27
Meat Lust Bbq Mop Sauce 250Ml,292129661,80930488,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=292129661,True,5032457707213	,3.49,ml,2022-01-27
Tymbark Cactus 1 Litre,271639054,70813216,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271639054,True,5900334001047	,1.69,ml,2022-01-27
Dr Wills Barbecue Sauce Sweetened Naturally 500G,309160360,89446621,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309160360,True,0787099922979	,4.49,g,2022-01-27
Tesco Mini Plain Naan 4Pack 188G,300344877,84979312,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=300344877,True,5057545954805	,1.19,kg,2022-01-27
Tesco Oregano 30G ..,300456261,85040592,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=300456261,True,0000003283141	,1.15,g,2022-01-27
Askeys Cup Cornets 21'S,259834797,51964555,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259834797,True,5029728010042	,1.99,EACH,2022-01-27
Chivers Kiwi And Pomegranate 9Cal Jelly 150G,285025811,77378754,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=285025811,True,5011022051944	,0.99,kg,2022-01-27
Follain Nothing But Fruit Blue And Raspberry 340G,285132851,77426824,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=285132851,True,5099682001295	,3.00,kg,2022-01-27
Ambrosia Light Rice Pudding 150G,297609270,83646820,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=297609270,True,0000096169551	,0.85,g,2022-01-27
Chivers Raspberry Jelly 125G,282721118,76172699,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=282721118,True,5011022052163	,0.75,kg,2022-01-27
John Mccambridge Spelt Soda Bread Mix 720G,304836370,87194760,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304836370,True,NA,3.79,kg,2022-01-27
Tesco Sunflower Seeds 100G,307315089,88465415,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307315089,True,NA,0.75,g,2022-01-27
Lindt 51% Dark Cocoa Cooking Chocolate 200G,310159957,89602002,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=310159957,True,3046920021142	,3.99,g,2022-01-27
Tesco Milk Chocolate Chunks 100G,278274664,74100587,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=278274664,True,5053947314629	,0.65,g,2022-01-27
Growers Harvest Fruit Mix 375G,300822951,85243026,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=300822951,True,5057753226329	,1.29,g,2022-01-27
Betty Crocker Vanilla Butter Cream Style Icing 400G,288716692,61296034,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=288716692,True,5010084902669	,2.99,g,2022-01-27
Blue Dragon Sweet Teriyaki Sauce 190Ml,303126895,86384289,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303126895,True,5010338404086	,2.69,ml,2022-01-27
Caprio Multi-Vitamin Drink 2 Litre Carton,266382681,59541908,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=266382681,True,5900334007407	,2.25,ml,2022-01-27
The Spice Tailor Tikka Masala Paste 200G,309754988,89604089,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309754988,True,5052675001351	,3.50,kg,2022-01-27
Taijade Shaohsing Rice Wine 600Ml,276844949,73381116,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=276844949,True,4711588210106	,9.00,ml,2022-01-27
Frontier Foods Organic Raw Coconut Oil 250Ml,308471431,88910350,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308471431,True,5391524931198	,4.99,LITRE,2022-01-27
Schwartz Big Pack Black Peppercorns 85G,274050428,71982232,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=274050428,True,5000225041166	,3.25,g,2022-01-27
Oxo 12 Meat Free Stock Cubes Beef Flavour 71G,305979475,87794862,SAVE 49c Was  1.99 Now  1.50,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=305979475,True,5000354916922	,1.50,g,2022-01-27
Tesco Cajun Seasoning 45G,289081921,79402435,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=289081921,True,5054269551952	,0.99,g,2022-01-27
Forest Feast Milk Chocolate Raisins 65G,305085207,87345922,Any 2 For 2.00,26/5/2021,11/4/2022,https://www.tesco.ie/groceries/Product/Details/?id=305085207,True,5022374048889	,1.25,g,2022-01-27
Galaxy Chunks Cookie Mix Pouch 180G,292276612,81017687,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=292276612,True,5060122039581	,2.99,g,2022-01-27
Dr.Oetker Baking Powder Tub 170G,282996414,76296800,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=282996414,True,5000254019051	,1.69,kg,2022-01-27
Tesco Dark Chocolate Chips 100G,278236013,74078716,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=278236013,True,5053947312168	,0.65,g,2022-01-27
Tesco Pear & Peach Pieces 4X120g,285115872,77407709,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=285115872,True,5054268894098	,2.59,g,2022-01-27
Odlums Sr Flour 500G,279511417,74585381,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=279511417,True,5011040022360	,1.00,kg,2022-01-27
Maya Gold Organic Raw Cacao Powder200g,298109589,83869942,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=298109589,True,8719324204293	,7.49,kg,2022-01-27
Follain Rhubarb& Strawberry Fruit Filling 450G,302301263,85999266,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=302301263,True,5099682666746	,2.99,g,2022-01-27
Mr Kipling Chocolate Space Cake Mix 400G,310156937,89966512,SAVE 49c Was  2.99 Now  2.50,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=310156937,True,5000354918117	,2.50,kg,2022-01-27
Bear Pure Fruit Yoyo Raspberry 5 X 20G,284982842,77336574,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=284982842,True,5060139430647	,3.29,kg,2022-01-27
Bisto Vegetable Gravy Granules 190G,309473069,89444076,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309473069,True,5000354919602	,1.99,g,2022-01-27
Cali Cali Peri Peri Salt Seasoning 70G,309198085,89440011,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309198085,True,5391535690480	,2.79,kg,2022-01-27
Schwartz Chicken Seasoning Paprika And Onion 50G,296219992,82946743,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=296219992,True,5000225055309	,3.05,g,2022-01-27
Maggi So Tender Mediterranean Tomato Chicken 24G,285401352,77567450,Any 2 For 2.00,5/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=285401352,True,8585002432742	,1.49,g,2022-01-27
Kallo Organic Low Salt Vegetable Stock Cube 60G,255325148,51400342,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255325148,True,5013665103134	,1.49,kg,2022-01-27
Nomu Provencal Rub 45G,309770571,89440155,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309770571,True,6009657342352	,4.99,kg,2022-01-27
Tesco Herbs De Provence 17G,300456409,85040669,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=300456409,True,0000003283219	,0.55,g,2022-01-27
Tesco White Bread Crumbs 175G,301063378,85350711,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301063378,True,5057753305574	,1.49,g,2022-01-27
Tesco Ground All Spice 33G,268531341,67787014,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=268531341,True,5052320673636	,0.69,g,2022-01-27
Jacobs Elite Special Moments Hazlenut Cream Wafer 4X23g,306654846,87898092,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306654846,True,5397136008020	,2.65,kg,2022-01-27
Chef Chip Shop Curry Sauce Reduced Fat And Sugar 200G,306664379,87795187,SAVE 1.39 Was  3.89 Now  2.50,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=306664379,True,5397136010252	,2.50,kg,2022-01-27
Tesco Italian Seasoning 18G ..,300456422,85040675,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=300456422,True,0000003283226	,0.55,g,2022-01-27
Cali Cali Buffalo Chipotle Seasoning 45G,309200164,89463592,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309200164,True,5391535690503	,2.79,kg,2022-01-27
Good Oil Hemp Seed Oil 500Ml,258443915,54505488,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=258443915,True,5060076100023	,7.99,ml,2022-01-27
Tesco Dill 7G,300456369,85040646,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=300456369,True,0000003283196	,0.49,g,2022-01-27
Wicked Kitchen Mango Masala Spice Blend 80G,304785469,87234201,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304785469,True,0000003315156	,1.99,g,2022-01-27
Tesco Celery Salt 75G,289081489,79402245,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=289081489,True,5054269551785	,0.69,g,2022-01-27
Schwartz Spanish Meatballs In Tomato Sauce 30G,293091402,81407358,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=293091402,True,5000225053558	,1.65,g,2022-01-27
Schwartz Garlic Granules 50G,301392437,85489478,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301392437,True,5000225057723	,2.85,g,2022-01-27
Maggi So Tender Italian Herbs Chicken 23G,280467186,75054069,Any 2 For 2.00,5/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=280467186,True,8585002431363	,1.49,g,2022-01-27
Tesco All Purpose Seasoning 58G,296921592,83287524,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=296921592,True,0000003276099	,0.99,g,2022-01-27
Blue Riband Original 8X18g,302460809,86064150,SAVE 39c Was  2.39 Now  2.00,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=302460809,True,7613036433723	,2.00,g,2022-01-27
Kelkin Snack Pack Milk Chocolate Mini Rice Cakes 6X14g,295629681,82653006,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=295629681,True,5397136002769	,3.29,g,2022-01-27
Cadbury Mini Fingers Snack Pack 6X19.3G,304403652,87232111,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304403652,True,7622210737236	,1.49,g,2022-01-27
Cadbury Shortcake Snack 4 Biscuits 40G,306804186,88233949,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306804186,True,7622210808981	,1.00,kg,2022-01-27
Tesco Multigrain Cracker 170G,276879764,73398270,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=276879764,True,5052910751676	,1.40,g,2022-01-27
Kelloggs Rice Krispies Salted Caramel Prtzl 4X34,308841535,89267084,HALF  PRICE     Was  2.65  Now  1...,1/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=308841535,True,5059321003509	,1.32,kg,2022-01-27
Cadbury Crunchy Melts Chocolate Centre 156G,297544593,83603232,SAVE 1.00 Was  2.50 Now  1.50,5/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=297544593,True,7622210764744	,1.50,g,2022-01-27
Oreo Lunchbox Vanilla 132G,301420722,85532082,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301420722,True,7622210928863	,1.79,g,2022-01-27
Jacobs Caffe Di Milano - Chocolate 175G,292365576,81051743,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=292365576,True,5397136000505	,2.49,kg,2022-01-27
Jacobs Fig Rolls 200G,288530951,79103196,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=288530951,True,5011021403461	,2.29,kg,2022-01-27
Tesco All Butter Chocolate Chip Shortbread 180G,307353826,88306639,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307353826,True,5057753901301	,1.12,g,2022-01-27
Graze Cocoa And Vanilla Bar 4 X 30G,296445631,83044196,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=296445631,True,5055958701054	,2.99,g,2022-01-27
Tesco Chocolate Orange Rice Cakes 129G,306663392,87867759,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306663392,True,5057753925611	,1.40,g,2022-01-27
Tuc Sweet Chilli Flavour Crackers 100G,307134055,88246243,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307134055,True,5397136010351	,1.85,g,2022-01-27
Kit Kat 2 Finger Orange Chocolate Biscuit 9 Pack 186.3G,297551584,83610269,SAVE 79c Was  2.79 Now  2.00,1/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=297551584,True,7613036099325	,2.00,g,2022-01-27
Tesco Chocolate Chip Cookies Twin Pack 500G,304159088,86908852,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304159088,True,5057967725380	,1.69,kg,2022-01-27
Tesco Finest Beetroot And Seed Crackers 150G,297315692,83469177,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=297315692,True,NA,2.29,g,2022-01-27
Lakeshore Avocado Oil 250Ml,308470328,89259261,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308470328,True,5098732010607	,4.99,LITRE,2022-01-27
Knorr Naturally Tasty Tuna Napolitana 43G,293508545,81609730,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=293508545,True,8714100260685	,1.65,g,2022-01-27
Knorr Rosemary And Onion Seasoning 30G,308109073,88717579,SAVE 49c Was  2.49 Now  2.00,20/1/2022,1/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=308109073,True,8710522912454	,2.00,g,2022-01-27
