Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Frozen Goods,768456,148247	,M/E PLAIN PANINI,72X125GRM,NA,£12.49,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Soft Drinks,195530,5026791542203	,RIVER ROCK SPARKLING WATER,24 x 500mls,£0.69,£5.99,20.0%,In Stock,Deep RiverRock,Deep RiverRock Refresh Sparkling Water 500ml,No
Soft Drinks,449600,40822938	,FANTA ORANGE CONTOUR,24 x 500mls,£1.39,£13.99,20.0%,In Stock,Fanta,Best Fanta Taste Ever****Tested amongst Fanta drinkers in blind taste testing in the UK.,No
Soft Drinks,382631,5449000011527	,FANTA ORANGE CAN,24 x 330mls,£0.79,£8.69,20.0%,In Stock,Fanta,Best Fanta Taste Ever****Tested amongst Fanta drinkers in blind taste testing in the UK.,No
"Health, Beauty & Baby",755754,8001841267173	,PANTENE S/POO SMOOTH SLEEK,6X360MLS,£2.39,£8.99,20.0%,In Stock,Interactive Irl Ltd,"Pantene Pro-V Smooth & Sleek Shampoo, For Dull & Frizzy Hair, 360ml",No
"Health, Beauty & Baby",504702,8710908182082	,A/BALSAM RASPBERRY CONDITIONER,6 x 350mls,£1.19,£4.19,20.0%,In Stock,Unilever Ireland Personal Care,Alberto Balsam Sunkissed Raspberry Conditioner 350 ml,No
Soft Drinks,251514,8717700002402	,7UP FREE,8 x 2ltr,£1.89,£8.99,20.0%,In Stock,7UP,7UP Free Lemon and Lime Bottle 2L,No
"Health, Beauty & Baby",504698,8710908181719	,A/BALSAM APPLE CONDITIONER,6 x 350mls,£1.19,£4.19,20.0%,In Stock,Unilever Ireland Personal Care,Alberto Balsam Juicy Green Apple Conditioner 350ml,No
"Health, Beauty & Baby",755750,8001841267029	,PANTENE S/POO CLASSIC CLEAN,6X360MLS,£2.39,£8.99,20.0%,In Stock,Interactive Irl Ltd,"Pantene Pro-V Classic Clean Shampoo, For Normal To Mixed Hair, 360ml",No
"Health, Beauty & Baby",755747,8001841266961	,PANTENE COND SMOOTH SLEEK,6X360MLS,£2.39,£8.99,20.0%,In Stock,Interactive Irl Ltd,"Pantene Pro-V Smooth & Sleek Hair Conditioner, For Dull & Frizzy Hair, 360ml",No
"Confectionery, Crisps & Snacks",779182,5391532122519	,FULFIL CHOCOLATE CARAMEL,15X55GRM,£2.29,£19.29,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Chocolate Caramel Flavour Vitamin & Protein Bar 55g,No
"Confectionery, Crisps & Snacks",775811,5098732008376	,KINETICA BROWNIE PROTEINBAR,15X45GRM,£1.79,£16.99,20.0%,In Stock,Boyne Valley Foods Limited,To be consumed as part of a varied and balanced diet and healthy lifestyle.,No
"Confectionery, Crisps & Snacks",775809,5098732008369	,KINETICA COOKIE&CREAM PROTEIN BAR,15X45GRM,£1.79,£16.99,20.0%,In Stock,Boyne Valley Foods Limited,To be consumed as part of a varied and balanced diet and healthy lifestyle.For further nutritional information: lift flap.,No
"Confectionery, Crisps & Snacks",775808,5098732008352	,KINETICA PEANUT PROTEIN BAR,15X45GRM,£1.79,£16.99,20.0%,In Stock,Boyne Valley Foods Limited,To be consumed as part of a varied and balanced diet and healthy lifestyle.,No
"Confectionery, Crisps & Snacks",768353,5391532122342	,FULFIL CHOCOLATE DELUXE BAR,15X55GRM,£2.29,£19.29,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Chocolate Deluxe Flavour Vitamin & Protein Bar  55g,No
"Confectionery, Crisps & Snacks",759416,5391532122168	,FULFIL CHOC BROWNIE PROTEIN BAR,15X55GRM,£2.29,£19.29,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Chocolate Brownie Flavour Vitamin & Protein Bar 55g,No
"Confectionery, Crisps & Snacks",755554,5391532122076	,FULFIL PEANUT BUTTER BAR,15X55GRM,£2.29,£19.29,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Chocolate,No
"Confectionery, Crisps & Snacks",747559,5391532121710	,FULFIL SALTED CARAMEL PROTEIN BAR,15X55GRM,£2.29,£19.29,20.0%,In Stock,Richmond Marketing NI Ltd,Fulfil Chocolate Salted Caramel Flavour Vitamin & Protein Bar 55g,No
"Household, Cleaning & Pet Care",767452,5011022018985	,KILLEEN ALL PURPOSE CLOTHS,10 x 10pce,£1.19,£6.49,20.0%,In Stock,Killeen,To learn more about our full product range and helpful cleaning tips visit www.killeenhousehold.ie,No
"Confectionery, Crisps & Snacks",692575,5000159319829	,MARS BAR STD SINGLE,48 x 51grm,£0.75,£13.99,20.0%,In Stock,Mars,Mars Chocolate Bar 51g,No
"Household, Cleaning & Pet Care",542208,5011417559475	,WINDOLENE TRIGGER,6 x 750mls,£1.29,£4.89,20.0%,In Stock,Windolene,Windolene Glass & Shiny Surfaces 750ml,No
"Confectionery, Crisps & Snacks",692566,5000159372749	,SNICKERS BAR STD,48 x 48grm,£0.75,£13.99,20.0%,In Stock,Mars Wrigley DAP UK Ltd,Snickers Chocolate Bar 48g,No
"Household, Cleaning & Pet Care",763397,5011417569566	,DETTOL SURFACE WIPES,8X30PK,£1.19,£5.49,20.0%,In Stock,SHS Distributors,Dettol Antibacterial Cleansing Surface 30 Large Wipes,No
"Household, Cleaning & Pet Care",576978,8004260252546	,REGINA WISH KITCHEN TOWEL,6X2PK,£2.79,£10.39,20.0%,In Stock,Tennant & Ruttle,"People and the EnvironmentInnovation and a focus on people and the environment are the key pillars to the success  of Sofidel's development.The Group promotes projects designed to improve hygiene, health and well-being. With the use of technology and a clear defined strategy, Sofidel aims to reduce its environmental footprint to:- Cut CO2 emissions- Respect forestry resources- Limit water consumptionYou Have Chosen a FSC® Certified ProductThe FSC® forest certification guarantees your Regina Wish kitchen roll is produced from certified raw materials obtained from responsibly managed forests and controlled sources.By choosing Regina Wish you are respecting the environment.",No
"Household, Cleaning & Pet Care",528558,5010199003817	,JESSIE BEEF CAN DOG FOOD,24 x 400grm,£0.69,£9.99,20.0%,In Stock,Mackle Petfoods,Jessie Dog Beef 400g,No
"Household, Cleaning & Pet Care",428721,5998749108536	,WHISKAS TEMPTATIONS SALMON,8X60GRM,£1.09,£5.39,20.0%,In Stock,Whiskas,Whiskas Temptations Adult Cat Treat Biscuits with Salmon 90g,No
"Household, Cleaning & Pet Care",775598,4008429137365	,CESAR CHICK&TURK 85P,14X150GRM,£0.85,£7.39,20.0%,In Stock,Mars Pet Care UK Ltd,Cesar Classics Terrine Dog Food Tray Chicken & Turkey  in Loaf 150g PMP 85p,No
"Household, Cleaning & Pet Care",775601,4008429137389	,CESAR TURK&LAMB 85P,14X150GRM,£0.85,£7.39,20.0%,In Stock,Mars Pet Care UK Ltd,Cesar Classics Terrine Dog Food Tray Turkey & Lamb in  Loaf 150g PMP 85p,No
"Household, Cleaning & Pet Care",775600,4008429137402	,CESAR CHICK&VEG 85P,14X150GRM,£0.85,£7.39,20.0%,In Stock,Mars Pet Care UK Ltd,Cesar Country Kitchen Dog Food Tray Chicken & Veg in Gravy 150g PMP 85p,No
Soft Drinks,103149,5011026005592	,PEPSI MAX,8 x 2ltr,£1.99,£9.59,20.0%,In Stock,Pepsi,Pepsi Max 2 Litres,No
"Household, Cleaning & Pet Care",528458,5010708810035	,JESSIE CAT CHICKEN,24 x 400grm,£0.69,£9.99,20.0%,In Stock,Jessie,Jessie Cat Chicken 400g,No
Soft Drinks,103145,4060800001771	,PEPSI,8 x 2ltr,£2.59,£13.79,20.0%,In Stock,Pepsi,Pepsi Cola Bottle 8x2L,No
Soft Drinks,791670,4060800305619	,7UP REGULAR,8 x 2ltr,£1.89,£8.99,20.0%,In Stock,Britvic Northern Ireland,7UP Regular Lemon & Lime Bottle 2L,No
"Household, Cleaning & Pet Care",528568,5010708800036	,JESSIE DOG FOOD CHICKEN,24 x 400grm,£0.69,£9.99,20.0%,In Stock,Mackle Petfoods,Jessie Dog Chicken 400g,No
Soft Drinks,445524,5010386102767	,SUKIE STRAWBERRY,10 x 500mls,£0.79,£3.35,20.0%,In Stock,Dromona Quality Foods,Supports local farmers - with every pack purchased,No
Soft Drinks,445522,5010386102293	,SUKIE APPLE & BLACKCURRANT,10 x 500mls,£0.79,£3.35,20.0%,In Stock,Dromona Quality Foods,Dale Farm Sukie Apple & Blackcurrant Fruit Drink 500ml,No
Soft Drinks,445523,5010386101463	,SUKIE ORANGE,10 x 500mls,£0.79,£3.35,20.0%,In Stock,Dromona Quality Foods,Supports local farmers purchased - with every pack purchased,No
"Household, Cleaning & Pet Care",771183,5998749108550	,WHISKAS TEMPTATIONS CHICKEN&CHEES,8X60GRM,£1.09,£5.39,20.0%,In Stock,Whiskas,Whiskas Temptations Adult Cat Treat Biscuits with Chicken & Cheese 60g,No
Soft Drinks,745827,5010102111936	,FRUIT SHOOT SUMMER FRUITS 4PK,6 x 200mls,£1.29,£5.09,20.0%,In Stock,Robinsons,For more information visit www.fruitshoot.com/gb or follow @FruitShootGB on Facebook.,No
"Health, Beauty & Baby",479086,4015400689331	,PAMPERS BD CP EX LARGE 19PK,4X19PK,£7.59,£21.99,0.0%,In Stock,Interactive Irl Ltd,"Pampers Baby-Dry Size 6, 19 Nappies, 13kg-18kg, Carry  Pack",No
Soft Drinks,557283,5011020101757	,FRUICE PURE ORANGE JUICEDRINK,12 x 330mls,£1.29,£8.69,20.0%,In Stock,Fruice,Fruice 100% Pure Orange Juice from Concentrate 330ml,No
Soft Drinks,776639,4060800302656	,PEPSI MAX RASPBERRY#,8 x 2ltr,£1.99,£9.59,20.0%,In Stock,Britvic Northern Ireland,Pepsi Max Raspberry No Sugar Cola Bottle 8x2L,No
Soft Drinks,557280,5011020101764	,FRUICE APPLE JUICE DRINK,12 x 330mls,£1.29,£8.69,20.0%,In Stock,Fruice,Fruice 100% Pure Apple Juice from Concentrate 330ml,No
Soft Drinks,557276,5011020101771	,FRUICE CRANBERRY JUICE DRINK,12 x 330mls,£1.29,£8.69,20.0%,In Stock,Fruice,Fruice Cranberry 330ml,No
Soft Drinks,333632,5010102107618	,FRUIT SHOOT APPLE 4 PK,6 x 200mls,£1.29,£5.09,20.0%,In Stock,Robinsons,Fruit Shoot Apple Kids Juice Drink 4 x 200ml,No
"Health, Beauty & Baby",479085,4015400689263	,PAMPERS BD CP MAXI 25PK,4X25PK,£7.59,£21.99,0.0%,In Stock,Interactive Irl Ltd,"Pampers Baby-Dry Size 4, 25 Nappies, 9kg-14kg, Carry Pack",No
"Health, Beauty & Baby",411542,4015400601876	,PAMPERS BD C/P MIDI,4X30PK,£7.59,£21.99,0.0%,In Stock,Pampers,"Pampers Baby-Dry Size 3, 30 Nappies, 6kg-10kg, Carry Pack",No
"Health, Beauty & Baby",179243,4015400542940	,PAMPERS BD C/P JUNIOR 23PK,4X23PK,£7.59,£21.99,0.0%,In Stock,Pampers,"Pampers Baby-Dry Size 5, 23 Nappies, 11kg-16kg, Carry  Pack",No
"Health, Beauty & Baby",720348,50096701	,SURE ROLL ON FOR MEN,6 x 50mls,£1.19,£4.19,20.0%,In Stock,Sure,Sure Original Dry Anti-perspirant Deodorant Roll On 50ml,No
"Health, Beauty & Baby",649711,8717163545324	,SURE APA COTTON FRESH,6 x 150mls,£1.29,£4.59,20.0%,In Stock,Sure,Sure Cotton Dry Anti-perspirant Deodorant Aerosol 150ml,No
"Health, Beauty & Baby",549001,8710908799303	,SURE APA SHOWER FRESH,6 x 150mls,£1.29,£4.59,20.0%,In Stock,Unilever Ireland Personal Care,Sure Women Shower Fresh Anti-perspirant Deodorant Aerosol 150ml,No
"Confectionery, Crisps & Snacks",777779,3800020492987	,KIT KAT PEANUT BUTTER 60P,24 x 42grm,£0.60,£8.99,20.0%,In Stock,Nestle UK Ltd,"Join us at facebook.com/kitkatukShare your break with  #MyBreakCheck out our YouTube Channel at www.youtube.com/user/kitkatVisit www.kitkat.co.ukGood to remember: enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures",No
"Confectionery, Crisps & Snacks",777774,7613039282069	,KIT KAT CHUNKY 60P,24 x 40grm,£0.60,£8.99,20.0%,In Stock,Nestle UK Ltd,"Join us at facebook.com/kitkatukShare your break with  #MyBreakCheck out our YouTube Channel at www.youtube.com/user/kitkatVisit www.kitkat.co.ukGood to remember: enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures",No
"Confectionery, Crisps & Snacks",777775,3800020482995	,KIT KAT COOKIE DOUGH 60P,24 x 42grm,£0.60,£8.99,20.0%,In Stock,Nestle UK Ltd,"Join us at facebook.com/kitkatukShare your break with  #MyBreakCheck out our YouTube Channel at www.youtube.com/user/kitkatVisit www.kitkat.co.ukGood to remember: enjoying chocolate as part of a varied, balanced diet and a healthy lifestyle, is one of life's little pleasures",No
"Confectionery, Crisps & Snacks",741632,5034660518679	,CADBURY DAIRY MILK GIANTBUTTONS,36 x 40grm,£0.79,£16.19,20.0%,In Stock,Cadbury,Cocoa LifePartnering with Fairtrade FoundationPartnering to improve the lives of cocoa farmers and their communitieswww.cocoalife.org,No
"Confectionery, Crisps & Snacks",570029,50243228	,MILKYBAR BUTTONS PKTS,48 x 30grm,£0.75,£20.99,20.0%,In Stock,Milkybar,Visit us at www.,No
"Confectionery, Crisps & Snacks",447343,96120651	,CADBURY BUTTONS 25P,60X14GRM,£0.25,£10.40,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",440434,7622210249548	,CADBURY FREDDO CARAMEL 25P,60XGRM,£0.25,£10.40,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",440435,96095232	,CADBURY FUDGE 25P,60 x 22grm,£0.25,£10.40,20.0%,In Stock,Cadbury,NA,No
"Biscuits, Bread & Cakes",446098,7622210317667	,OREO BISCUITS 79P,16X154GRM,£0.79,£7.39,0.0%,In Stock,Kraft Foods UK Ltd,OREO Original Vanilla Sandwich Biscuits 79P 154g,No
"Biscuits, Bread & Cakes",208843,72417140969	,LYONS COCONUT DELIGHTS,12 x 250grm,£1.00,£9.99,0.0%,In Stock,SHS Distributors,Lyons' 12 Coconut Mallow Cakes 250g,No
"Confectionery, Crisps & Snacks",440432,96095249	,CADBURY CHOMP 25P,60 x 21grm,£0.25,£10.40,20.0%,In Stock,Cadbury,Cadbury Chomp 25p Chocolate Bar 23.5g,No
"Confectionery, Crisps & Snacks",440433,7622210249555	,CADBURY FREDDO 25P,60 x 18grm,£0.25,£10.40,20.0%,In Stock,Cadbury,BeTreatwise.netCocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
"Confectionery, Crisps & Snacks",300218,50314997	,POPPETS MINT CREAMS,36 x 50grm,£0.39,£7.99,20.0%,In Stock,Paynes,Poppets Dark Choc Mint Creams 40g,No
"Biscuits, Bread & Cakes",769913,7622210148483	,OREO DOUBLE STUFF,16X157GRM,£0.69,£7.79,0.0%,In Stock,Kraft Foods UK Ltd,Cocoa Lifewww.cocoalife.org,No
"Biscuits, Bread & Cakes",762452,7622210839442	,OREO BIRTHDAY PARTY,16X154GRM,£0.59,£6.99,0.0%,In Stock,Kraft Foods UK Ltd,"Cocoa LifeWe make our cookies with cocoa, sourced through the Cocoa Life sustainability program.www.cocoalife.org#oreoflavours",No
"Biscuits, Bread & Cakes",436397,5000168183510	,MCV CHOC CHIP COOKIES 1.00,12 x 150grm,£1.00,£7.49,0.0%,In Stock,United Biscuits,www.123healthybalance.com,No
"Biscuits, Bread & Cakes",769911,7622210582782	,OREO DOUBLE CREAM 79P,16X157GRM,£0.79,£7.39,0.0%,In Stock,Kraft Foods UK Ltd,"Cocoa LifeWe make our cookies with cocoa, sourced through the Cocoa Life sustainability program.www.cocoalife.org",No
"Biscuits, Bread & Cakes",741797,5000168208480	,MCV MILK CHOC DIGESTIVES2PK,6X632GRM,£2.19,£8.79,20.0%,In Stock,United Biscuits,Big Value Family Pack**when compared to the RRP of a 266ge single packwww.123healthybalance.com,No
"Biscuits, Bread & Cakes",504728,5000137415970	,JACOBS CREAM CRACKERS,24 x 200grm,£1.29,£24.99,0.0%,In Stock,Jacob's,Jacob's Cream Crackers 200g,No
"Biscuits, Bread & Cakes",688843,5000168208749	,MCV MILK CHOC DIGESTIVES,12X433GRM,£1.69,£12.99,20.0%,In Stock,United Biscuits,Find us at www.mcvities.co.ukwww.123healthybalance.com,No
"Biscuits, Bread & Cakes",698370,72417153044	,CADBURY FINGERS 1.29,12X114GRM,£1.29,£7.99,20.0%,In Stock,Kraft Foods UK Ltd,Cadbury Fingers £1.29 114g,No
"Biscuits, Bread & Cakes",440919,5000168134062	,MC VITIES FIG ROLLS,12 x 200grm,£1.19,£10.99,0.0%,In Stock,Jacob's,www.123healthybalance.com,No
"Biscuits, Bread & Cakes",741796,5000168208503	,MCV DARK CHOC DIGESTIVES2PK,6X632GRM,£2.19,£8.79,20.0%,In Stock,United Biscuits,Big Value Family Pack**when compared to the RRP of a 266ge single packwww.123healthybalance.com,No
"Biscuits, Bread & Cakes",460750,72417141836	,LYONS VISCOUNT +100% FREE,14X196GRM,£1.19,£10.79,20.0%,In Stock,SHS Distributors,Lyons' Biscuits Viscount 196g,No
"Biscuits, Bread & Cakes",550948,5000168001210	,MCV RICH TEA,20 x 300grm,£2.00,£28.99,0.0%,In Stock,McVitie's,www.123healthybalance.com,No
"Biscuits, Bread & Cakes",118938,5000168001159	,MCVITIES DIGESTIVE,12 x 400grm,£1.99,£18.99,0.0%,In Stock,McVitie's,www.123healthybalance.comFind us at www.mcvities.co.uk,No
"Biscuits, Bread & Cakes",766932,72417186912	,MARYLAND CHOC CHIP 1.00,12 x 200grm,£1.00,£7.49,0.0%,In Stock,SHS Distributors,NA,No
"Biscuits, Bread & Cakes",616650,5000168204765	,CLUB MINT 6PK 1.00,12 x 132grm,£1.00,£6.69,20.0%,In Stock,United Biscuits,www.123healthybalance.com,No
"Biscuits, Bread & Cakes",766929,72417186899	,MARYLAND CHOC & NUT 1.00,12 x 200grm,£1.00,£7.49,0.0%,In Stock,SHS Distributors,NA,No
"Biscuits, Bread & Cakes",432031,5000168165356	,CLUB ORANGE 6PK 1.00,12 x 132grm,£1.00,£6.69,20.0%,In Stock,Jacob's,www.123healthybalance.com,No
"Biscuits, Bread & Cakes",764002,5060402909948	,MALTESERS BISCUITS,14X110GRM,£1.25,£11.59,20.0%,In Stock,SHS Distributors,Maltesers Biscuits 110g,No
"Biscuits, Bread & Cakes",446087,5000168186504	,MCV GOLD BAR 1.00 6PACK,12 x 6pk,£1.00,£7.99,0.0%,In Stock,United Biscuits,www.123healthybalance.com,No
"Biscuits, Bread & Cakes",795282,5000168156620	,PENGUIN 6PK 1.00,12 x 132grm,£1.00,£6.69,20.0%,In Stock,McVitie's,www.123healthybalance.com,No
"Biscuits, Bread & Cakes",446245,72417154256	,LYONS JAM TEACAKES,NA,NA,NA,0.0%,Out of Stock,SHS Distributors,Lyons' Jam Tea Cakes 200g,No
"Biscuits, Bread & Cakes",620071,5000168183381	,CRAWFORDS TEATIME 1.00,10X275GRM,£1.00,£7.75,0.0%,In Stock,United Biscuits,www.123healthybalance.com,No
"Biscuits, Bread & Cakes",684040,5000168199672	,MCV HOB NOBS 1.29,12 x 300grm,£1.29,£9.79,0.0%,In Stock,United Biscuits,www.123healthybalance.com,No
"Biscuits, Bread & Cakes",769485,5000168217543	,MCVITIES LUXURY ASSORTMENT,6 x 400grm,£4.99,£19.99,20.0%,In Stock,United Biscuits,www.123healthybalance.com,No
"Biscuits, Bread & Cakes",739589,5011021402235	,JACOBS CHOCOLATE KIMBERLEY,6 x 660grm,£9.99,£51.49,0.0%,In Stock,Jacob's,Jacob's Elite Chocolate Kimberley Tin 660g,No
"Biscuits, Bread & Cakes",684041,5000168199719	,MCV GINGER NUTS 1.29,12 x 250grm,£1.29,£9.79,0.0%,In Stock,United Biscuits,www.123helathybalance.com,No
"Biscuits, Bread & Cakes",782813,5000168027838	,MCV DIGESTIVES 1.49,12 x 400grm,£1.49,£9.99,0.0%,In Stock,United Biscuits,www.123healthybalance.comFind us at www.mcvities.co.uk,No
"Biscuits, Bread & Cakes",782812,5000168027852	,MCV RICH TEA 1.49,12 x 300grm,£1.49,£9.99,0.0%,In Stock,United Biscuits,www.123healthybalance.comFind us at www.mcvities.co.uk,No
"Biscuits, Bread & Cakes",766931,72417186905	,MARYLAND DBL CHOC 1.00,12 x 200grm,£1.00,£7.49,0.0%,In Stock,SHS Distributors,Maryland Double Choc Cookies 200g,No
"Biscuits, Bread & Cakes",775521,7622201449810	,CADBURY ORANGE FINGERS,20X114GRM,£1.00,£12.99,20.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.net,No
"Biscuits, Bread & Cakes",769015,5000168022840	,MC VITIES VICTORIA,6 x 600grm,£4.49,£18.99,NA,In Stock,United Biscuits,www.123healthybalance.com,No
"Biscuits, Bread & Cakes",760154,5000168215518	,MC VITIES FAMILY CIRCLE,5X620GRM,£2.99,£11.99,0.0%,In Stock,United Biscuits,McVities Family Circle Biscuit Assortment 620g,No
"Household, Cleaning & Pet Care",418578,5010394984577	,PEDIGREE DENTASTICK SMALL 7PK,10 x 110grm,£1.19,£7.39,20.0%,In Stock,Pedigree,Pedigree Dentastix Daily Adult Small Dog Treats 7 x Dental Sticks 110g,No
"Household, Cleaning & Pet Care",763445,5010394003780	,PEDIGREE JUMBONE CHICK&LAMB,12 x 180grm,£1.49,£10.79,20.0%,In Stock,Mars Pet Care UK Ltd,Pedigree Jumbone Adult Medium Dog Treat Chicken & Lamb 2 Chews 180g,No
"Household, Cleaning & Pet Care",763444,5010394003766	,PEDIGREE JUMBONE BEEF&POULTRY,12 x 180grm,£1.49,£10.79,20.0%,In Stock,Mars Pet Care UK Ltd,Developed with our nutritionists and veterinarians of  the Waltham CentreA World Leading Authority on Pet Care and  Nutrition,No
"Household, Cleaning & Pet Care",764803,7613036965651	,PURINA ONE CHK/W/GRAIN 1.25,6 x 200grm,£1.25,£4.29,20.0%,In Stock,Nestle Purina UK Commerical Op,Purina ONE Adult Dry Cat Food Chicken and Whole Grains 200g,No
"Household, Cleaning & Pet Care",768440,7613035550025	,GOURMET PERLE CHICK 2F1.00,24 x 85grm,£0.50,£7.99,20.0%,In Stock,Nestle Purina UK Commerical Op,Gourmet Perle Cat Food Mini Fillets Chicken in Gravy 85g,No
"Household, Cleaning & Pet Care",775636,5900951287343	,WHISKAS 1+ TUNA DRY 1.25,6 x 340grm,£1.25,£4.59,20.0%,In Stock,Mars Pet Care UK Ltd,Whiskas Adult Complete Dry Cat Food Tuna 340g PMP £1.25,No
"Household, Cleaning & Pet Care",775635,5900951287329	,WHISKAS 1+ CHICK DRY 1.25,6 x 340grm,£1.25,£4.59,20.0%,In Stock,Mars Pet Care UK Ltd,Whiskas Adult Complete Dry Cat Food Biscuits Chicken 340g PMP £1.25,No
"Household, Cleaning & Pet Care",694579,7613036474856	,BAKERS CHICK&VEG 2.49 ADULT,5 x 1kgm,£2.49,£7.29,20.0%,In Stock,Nestle Purina UK Commerical Op,BAKERS ADULT Chicken with Vegetables Dry Dog Food 1kg  PMP,No
"Household, Cleaning & Pet Care",694576,7613036474450	,BAKERS BEEF & VEG 2.49 ADULT,5 x 1kgm,£2.49,£7.29,20.0%,In Stock,Nestle Purina UK Commerical Op,BAKERS ADULT Beef with Vegetables Dry Dog Food 1kg PMP,No
"Household, Cleaning & Pet Care",752858,5998749137543	,PEDIGREE DENTASTIX 1.95 MED 7STICK,5 x 180grm,£1.95,£4.69,20.0%,In Stock,Mars Pet Care UK Ltd,Pedigree Dentastix Daily Medium Dog Treats 7 x Dental  Sticks 180g PMP £1.95,No
Soft Drinks,758049,5391521830685	,CLUB TONIC NRB,24X125MLS,NA,£6.99,20.0%,In Stock,Britvic Northern Ireland,Club Tonic Water 125ml,No
Soft Drinks,587819,146353	,CLUB WHITE LEMONADE NON-RGB,24X125MLS,NA,£6.99,20.0%,In Stock,Britvic Northern Ireland,Club White Lemonade 125ml,No
Soft Drinks,758050,5391521830678	,CLUB GINGER ALE NRB,24X125MLS,NA,£6.99,20.0%,In Stock,Britvic Northern Ireland,NA,No
Soft Drinks,761573,5010679018676	,CALYPSO LEMON & LIME WATER,12 x 500mls,£0.59,£3.19,20.0%,In Stock,United Biscuits Foods Division,Find us on Facebook and Twitter,No
Soft Drinks,304810,5000118047817	,LIPTON ICE TEA PEACH 500ML,12 x 500mls,£1.29,£8.49,20.0%,In Stock,Lipton,Lipton Ice Tea Peach 500ml,No
Soft Drinks,304812,5000118047794	,LIPTON ICE TEA LEMON 500ML,12 x 500mls,£1.29,£8.49,20.0%,In Stock,Lipton,Lipton Ice Tea Lemon 500ml,No
Soft Drinks,761572,5010679018683	,CALYPSO MIXED BERRY WATER,12 x 500mls,£0.59,£3.19,20.0%,In Stock,United Biscuits Foods Division,Find us on Facebook and Twitter,No
